PT280SG	SouthGeorgia
PT281SG	SouthGeorgia
PT299SG	SouthGeorgia
PT301SG	SouthGeorgia
PT302SG	SouthGeorgia
PT304SG	SouthGeorgia
PT306SG	SouthGeorgia
PT307SG	SouthGeorgia
PT30SG	SouthGeorgia
PT312SG	SouthGeorgia
PT314SG	SouthGeorgia
PT318SG	SouthGeorgia
PT31SG	SouthGeorgia
PT320SG	SouthGeorgia
PT321SG	SouthGeorgia
PT322SG	SouthGeorgia
PT323SG	SouthGeorgia
PT325SG	SouthGeorgia
PT327SG	SouthGeorgia
PT32SG	SouthGeorgia
PT330SG	SouthGeorgia
PT331SG	SouthGeorgia
PT336SG	SouthGeorgia
PT402SG	SouthGeorgia
PT404SG	SouthGeorgia
PT441SG	SouthGeorgia
PT463SG	SouthGeorgia
PT466SG	SouthGeorgia
PT484SG	SouthGeorgia
PT486SG	SouthGeorgia
PT492SG	SouthGeorgia
PT493SG	SouthGeorgia
PT495SG	SouthGeorgia
PT50SG	SouthGeorgia
PT5SG	SouthGeorgia
PT62SG	SouthGeorgia
PT6SG	SouthGeorgia
PT7SG	SouthGeorgia
PT86SG	SouthGeorgia
PT88SG	SouthGeorgia
PT8SG	SouthGeorgia
PT94SG	SouthGeorgia
PT96SG	SouthGeorgia
PT317SG	SouthGeorgia
JCR1529	SouthOrkney
PT244PL2	SouthOrkney
PT246PL1	SouthOrkney
PT248	SouthOrkney
PT251PL1	SouthOrkney
PT26PL2	SouthOrkney
PT262P1	SouthOrkney
PT263P1	SouthOrkney
PT264PL1	SouthOrkney
PT270PL2	SouthOrkney
LS155	SouthShetland
LS157	SouthShetland
LS158	SouthShetland
LS162	SouthShetland
LS5	SouthShetland
JS_15	SouthWeddellSea
JS_18	SouthWeddellSea
JS_19	SouthWeddellSea
JS_22	SouthWeddellSea
JS_24	SouthWeddellSea
JS_27	SouthWeddellSea
JS_29	SouthWeddellSea
JS_30	SouthWeddellSea
JS_31	SouthWeddellSea
JS_35	SouthWeddellSea
JS_36	SouthWeddellSea
JS_37	SouthWeddellSea
JS_38	SouthWeddellSea
JS_39	SouthWeddellSea
JS_41	SouthWeddellSea
JS_43	SouthWeddellSea
JS_46	SouthWeddellSea
JS_47	SouthWeddellSea
JS_48	SouthWeddellSea
JS_49	SouthWeddellSea
JS_51	SouthWeddellSea
JS_52	SouthWeddellSea
JS_53	SouthWeddellSea
JS11	SouthWeddellSea
JS13	SouthWeddellSea
JS14	SouthWeddellSea
JS2	SouthWeddellSea
JS8	SouthWeddellSea
P322_7	unknown
09_0814	WestAP
PT2407AP	LivingstonIs
PT149AP	WestRobertIs
PT152AP	WestRobertIs
PT154AP	WestRobertIs
PT157AP	WestRobertIs
PT163AP	WestRobertIs
PT165AP	WestRobertIs
AD_01_6	EACasey
PT328SG	SouthGeorgia
PT442SG	SouthGeorgia
